aircraft_code;seat_no;fare_conditions
GHW;12C;ULTRAKAIF
GHW;12D;BASE
GHW;13A;PREMIUM
GHW;13B;BUISNESS
GHW;13C;BASE
GHW;13D;ECONOMY
GHW;14A;ECONOMY
GHW;14B;BASE
GHW;14C;PREMIUM
GHW;14D;ULTRAKAIF
GHW;15A;PREMIUM
GHW;15B;ADVANCE
GHW;15C;ECONOMY
GHW;15D;BASE
GHW;16A;BASE
GHW;16B;ECONOMY
GHW;16C;BASE
GHW;16D;ULTRAKAIF
GHW;17A;ULTRAKAIF
GHW;17B;BUISNESS
GHW;17C;BASE
GHW;17D;BASE
GHW;18A;BUISNESS
GHW;18B;ULTRAKAIF
GHW;18C;PREMIUM
GHW;18D;PREMIUM
GHW;19A;ULTRAKAIF
GHW;19B;ECONOMY
GHW;19C;BUISNESS
GHW;19D;ULTRAKAIF
GHW;20A;BUISNESS
GHW;20B;ULTRAKAIF
GHW;20C;ADVANCE
GHW;20D;ECONOMY
GHW;21A;BUISNESS
GHW;21B;ECONOMY
GHW;21C;BASE
GHW;21D;BUISNESS
GHW;22A;ECONOMY
GHW;22B;BASE
GHW;22C;BUISNESS
GHW;22D;BUISNESS
GHW;23A;BASE
GHW;23B;ULTRAKAIF
GHW;23C;PREMIUM
GHW;23D;BASE
GHW;24A;PREMIUM
GHW;24B;BUISNESS
GHW;24C;BUISNESS
GHW;24D;ECONOMY
GHW;25A;PREMIUM
GHW;25B;ECONOMY
GHW;25C;BUISNESS
GHW;25D;BASE
GHW;26A;BASE
GHW;26B;ULTRAKAIF
GHW;26C;PREMIUM
GHW;26D;BUISNESS
GHW;27A;BASE
GHW;27B;ULTRAKAIF
GHW;27C;ULTRAKAIF
GHW;27D;ULTRAKAIF
GHW;28A;BASE
GHW;28B;BUISNESS
GHW;28C;ECONOMY
GHW;28D;BASE
GHW;29A;BUISNESS
GHW;29B;BUISNESS
GHW;29C;BASE
GHW;29D;ECONOMY
GHW;30A;BASE
GHW;30B;BUISNESS
GHW;30C;ADVANCE
GHW;30D;BUISNESS
GHW;31A;BASE
GHW;31B;BUISNESS
GHW;31C;BUISNESS
GHW;31D;ULTRAKAIF
GHW;32A;ULTRAKAIF
GHW;32B;ECONOMY
GHW;32C;PREMIUM
GHW;32D;BASE
GHW;33A;BASE
GHW;33B;ULTRAKAIF
GHW;33C;BUISNESS
GHW;33D;ULTRAKAIF
GHW;34A;BUISNESS
GHW;34B;PREMIUM
GHW;34C;ECONOMY
GHW;34D;BASE
GHW;35A;BASE
GHW;35B;ULTRAKAIF
GHW;35C;BUISNESS
GHW;35D;PREMIUM
GHW;36A;ADVANCE
GHW;36B;ADVANCE
GHW;36C;PREMIUM
GHW;36D;ADVANCE
GHW;37A;BUISNESS
GHW;37B;BASE
GHW;37C;ULTRAKAIF
GHW;37D;BASE
GHW;38A;ECONOMY
GHW;38B;ULTRAKAIF
GHW;38C;ADVANCE
GHW;38D;ECONOMY
GHW;39A;BASE
GHW;39B;BASE
GHW;39C;ULTRAKAIF
GHW;39D;ULTRAKAIF
GHW;40A;ECONOMY
GHW;40B;PREMIUM
GHW;40C;PREMIUM
GHW;40D;BUISNESS
OPA;1A;PREMIUM
OPA;1B;BASE
OPA;1C;ULTRAKAIF
OPA;1D;ULTRAKAIF
OPA;2A;PREMIUM
OPA;2B;BASE
OPA;2C;ULTRAKAIF
OPA;2D;BASE
OPA;3A;ULTRAKAIF
OPA;3B;ULTRAKAIF
OPA;3C;ULTRAKAIF
OPA;3D;ECONOMY
OPA;4A;BUISNESS
OPA;4B;PREMIUM
OPA;4C;BUISNESS
OPA;4D;BUISNESS
OPA;5A;ECONOMY
OPA;5B;PREMIUM
OPA;5C;PREMIUM
OPA;5D;ADVANCE
OPA;6A;BUISNESS
OPA;6B;PREMIUM
OPA;6C;ECONOMY
OPA;6D;PREMIUM
OPA;7A;ECONOMY
OPA;7B;BUISNESS
OPA;7C;PREMIUM
OPA;7D;BASE
OPA;8A;ULTRAKAIF
OPA;8B;ECONOMY
OPA;8C;ULTRAKAIF
OPA;8D;ADVANCE
OPA;9A;ULTRAKAIF
OPA;9B;PREMIUM
OPA;9C;BUISNESS
OPA;9D;PREMIUM
OPA;10A;BUISNESS
OPA;10B;BASE
OPA;10C;ULTRAKAIF
OPA;10D;BASE
OPA;11A;ECONOMY
OPA;11B;BUISNESS
OPA;11C;PREMIUM
OPA;11D;BASE
OPA;12A;PREMIUM
OPA;12B;BUISNESS
OPA;12C;ADVANCE
OPA;12D;ECONOMY
OPA;13A;BASE
OPA;13B;PREMIUM
OPA;13C;ADVANCE
OPA;13D;ADVANCE
OPA;14A;ADVANCE
OPA;14B;BASE
OPA;14C;ADVANCE
OPA;14D;ULTRAKAIF
OPA;15A;BUISNESS
OPA;15B;ECONOMY
OPA;15C;BASE
OPA;15D;BASE
OPA;16A;BUISNESS
OPA;16B;ECONOMY
OPA;16C;ADVANCE
OPA;16D;ULTRAKAIF
OPA;17A;PREMIUM
OPA;17B;ECONOMY
OPA;17C;BUISNESS
OPA;17D;ECONOMY
OPA;18A;BUISNESS
OPA;18B;ULTRAKAIF
OPA;18C;BASE
OPA;18D;ECONOMY
OPA;19A;PREMIUM
OPA;19B;ULTRAKAIF
OPA;19C;BUISNESS
OPA;19D;ADVANCE
OPA;20A;ECONOMY
OPA;20B;ADVANCE
OPA;20C;ECONOMY
OPA;20D;ECONOMY
OPA;21A;BASE
OPA;21B;ECONOMY
OPA;21C;ULTRAKAIF
OPA;21D;BUISNESS
OPA;22A;BUISNESS
OPA;22B;BUISNESS
OPA;22C;BUISNESS
OPA;22D;ULTRAKAIF
OPA;23A;BASE
OPA;23B;BUISNESS
OPA;23C;ULTRAKAIF
OPA;23D;BASE
OPA;24A;ADVANCE
OPA;24B;BASE
OPA;24C;ECONOMY
OPA;24D;BASE
OPA;25A;BUISNESS
OPA;25B;ADVANCE
OPA;25C;ULTRAKAIF
OPA;25D;ADVANCE
OPA;26A;BASE
OPA;26B;BASE
OPA;26C;BUISNESS
OPA;26D;ULTRAKAIF
OPA;27A;ECONOMY
OPA;27B;PREMIUM
OPA;27C;BUISNESS
OPA;27D;BASE
OPA;28A;PREMIUM
OPA;28B;PREMIUM
OPA;28C;BASE
OPA;28D;ULTRAKAIF
OPA;29A;PREMIUM
OPA;29B;BASE
OPA;29C;ADVANCE
OPA;29D;ECONOMY
OPA;30A;ULTRAKAIF
OPA;30B;ECONOMY
OPA;30C;ADVANCE
OPA;30D;BASE
OPA;31A;PREMIUM
OPA;31B;ECONOMY
OPA;31C;ULTRAKAIF
OPA;31D;BUISNESS
OPA;32A;ECONOMY
OPA;32B;ULTRAKAIF
OPA;32C;ECONOMY
OPA;32D;ADVANCE
OPA;33A;ECONOMY
OPA;33B;ULTRAKAIF
OPA;33C;ADVANCE
OPA;33D;BASE
OPA;34A;ADVANCE
OPA;34B;BUISNESS
OPA;34C;PREMIUM
OPA;34D;BASE
OPA;35A;PREMIUM
OPA;35B;BASE
OPA;35C;BASE
OPA;35D;PREMIUM
OPA;36A;BUISNESS
OPA;36B;BASE
OPA;36C;BUISNESS
OPA;36D;ADVANCE
OPA;37A;ULTRAKAIF
OPA;37B;BUISNESS
OPA;37C;ULTRAKAIF
OPA;37D;BASE
OPA;38A;BASE
OPA;38B;BASE
OPA;38C;ADVANCE
OPA;38D;ULTRAKAIF
OPA;39A;ECONOMY
OPA;39B;ULTRAKAIF
OPA;39C;ADVANCE
OPA;39D;ULTRAKAIF
OPA;40A;ECONOMY
OPA;40B;ADVANCE
OPA;40C;PREMIUM
OPA;40D;BUISNESS
PWI;1A;ECONOMY
PWI;1B;ULTRAKAIF
PWI;1C;ADVANCE
PWI;1D;BASE
PWI;2A;ULTRAKAIF
PWI;2B;PREMIUM
PWI;2C;ECONOMY
PWI;2D;BASE
PWI;3A;ULTRAKAIF
PWI;3B;ULTRAKAIF
PWI;3C;ECONOMY
PWI;3D;ULTRAKAIF
PWI;4A;ECONOMY
PWI;4B;ULTRAKAIF
PWI;4C;BASE
PWI;4D;BASE
PWI;5A;PREMIUM
PWI;5B;BASE
PWI;5C;BUISNESS
PWI;5D;ULTRAKAIF
PWI;6A;BUISNESS
PWI;6B;ECONOMY
PWI;6C;PREMIUM
PWI;6D;BUISNESS
PWI;7A;BUISNESS
PWI;7B;BASE
PWI;7C;BUISNESS
PWI;7D;ADVANCE
PWI;8A;BASE
PWI;8B;ULTRAKAIF
PWI;8C;BASE
PWI;8D;PREMIUM
PWI;9A;ECONOMY
PWI;9B;BUISNESS
PWI;9C;ADVANCE
PWI;9D;ADVANCE
PWI;10A;ECONOMY
PWI;10B;ULTRAKAIF
PWI;10C;BASE
PWI;10D;BASE
PWI;11A;ADVANCE
PWI;11B;BUISNESS
PWI;11C;PREMIUM
PWI;11D;ECONOMY
PWI;12A;ADVANCE
PWI;12B;BUISNESS
PWI;12C;PREMIUM
PWI;12D;BASE
PWI;13A;ADVANCE
PWI;13B;ULTRAKAIF
PWI;13C;ECONOMY
PWI;13D;BUISNESS
PWI;14A;BUISNESS
PWI;14B;BASE
PWI;14C;BASE
PWI;14D;BUISNESS
PWI;15A;BASE
PWI;15B;PREMIUM
PWI;15C;BUISNESS
PWI;15D;BASE
PWI;16A;BUISNESS
PWI;16B;ADVANCE
PWI;16C;PREMIUM
PWI;16D;BASE
PWI;17A;BUISNESS
PWI;17B;ADVANCE
PWI;17C;ULTRAKAIF
PWI;17D;BASE
PWI;18A;ADVANCE
PWI;18B;PREMIUM
PWI;18C;BUISNESS
PWI;18D;ULTRAKAIF
PWI;19A;BUISNESS
PWI;19B;BASE
PWI;19C;ECONOMY
PWI;19D;ECONOMY
PWI;20A;ADVANCE
PWI;20B;PREMIUM
PWI;20C;ULTRAKAIF
PWI;20D;ECONOMY
PWI;21A;ADVANCE
PWI;21B;PREMIUM
PWI;21C;BUISNESS
PWI;21D;BUISNESS
PWI;22A;BUISNESS
PWI;22B;ADVANCE
PWI;22C;ADVANCE
PWI;22D;ECONOMY
PWI;23A;PREMIUM
PWI;23B;BASE
PWI;23C;ULTRAKAIF
PWI;23D;BASE
PWI;24A;BASE
PWI;24B;PREMIUM
PWI;24C;ECONOMY
PWI;24D;BASE
PWI;25A;ULTRAKAIF
PWI;25B;ULTRAKAIF
PWI;25C;ADVANCE
PWI;25D;ECONOMY
PWI;26A;PREMIUM
PWI;26B;ADVANCE
PWI;26C;BASE
PWI;26D;ULTRAKAIF
PWI;27A;ADVANCE
PWI;27B;BUISNESS
PWI;27C;BUISNESS
PWI;27D;BUISNESS
PWI;28A;ULTRAKAIF
PWI;28B;PREMIUM
PWI;28C;PREMIUM
PWI;28D;PREMIUM
PWI;29A;ULTRAKAIF
PWI;29B;PREMIUM
PWI;29C;ECONOMY
PWI;29D;PREMIUM
PWI;30A;ULTRAKAIF
PWI;30B;BUISNESS
PWI;30C;BUISNESS
PWI;30D;BUISNESS
PWI;31A;ECONOMY
PWI;31B;ULTRAKAIF
PWI;31C;BUISNESS
PWI;31D;ULTRAKAIF
PWI;32A;BASE
PWI;32B;ADVANCE
PWI;32C;PREMIUM
PWI;32D;BASE
PWI;33A;ECONOMY
PWI;33B;BASE
PWI;33C;ECONOMY
PWI;33D;ECONOMY
PWI;34A;BASE
PWI;34B;ADVANCE
PWI;34C;PREMIUM
PWI;34D;BASE
PWI;35A;BUISNESS
PWI;35B;BUISNESS
PWI;35C;ECONOMY
PWI;35D;PREMIUM
PWI;36A;PREMIUM
PWI;36B;ADVANCE
PWI;36C;PREMIUM
PWI;36D;ECONOMY
PWI;37A;ECONOMY
PWI;37B;ULTRAKAIF
PWI;37C;ADVANCE
PWI;37D;PREMIUM
PWI;38A;ADVANCE
PWI;38B;ADVANCE
PWI;38C;BASE
PWI;38D;ULTRAKAIF
PWI;39A;ADVANCE
PWI;39B;BUISNESS
PWI;39C;ECONOMY
PWI;39D;BUISNESS
PWI;40A;BASE
PWI;40B;ECONOMY
PWI;40C;PREMIUM
PWI;40D;ULTRAKAIF
NJQ;1A;BUISNESS
NJQ;1B;ADVANCE
NJQ;1C;PREMIUM
NJQ;1D;BUISNESS
NJQ;2A;ULTRAKAIF
NJQ;2B;ADVANCE
NJQ;2C;ULTRAKAIF
NJQ;2D;ULTRAKAIF
NJQ;3A;ECONOMY
NJQ;3B;ECONOMY
NJQ;3C;BUISNESS
NJQ;3D;PREMIUM
NJQ;4A;BASE
NJQ;4B;BASE
NJQ;4C;BASE
NJQ;4D;PREMIUM
NJQ;5A;BUISNESS
NJQ;5B;PREMIUM
NJQ;5C;ULTRAKAIF
NJQ;5D;BUISNESS
NJQ;6A;ULTRAKAIF
NJQ;6B;BUISNESS
NJQ;6C;BASE
NJQ;6D;ULTRAKAIF
NJQ;7A;ECONOMY
NJQ;7B;PREMIUM
NJQ;7C;BUISNESS
NJQ;7D;ADVANCE
NJQ;8A;BASE
NJQ;8B;BASE
NJQ;8C;ULTRAKAIF
NJQ;8D;ECONOMY
NJQ;9A;ECONOMY
NJQ;9B;ADVANCE
NJQ;9C;PREMIUM
NJQ;9D;ADVANCE
NJQ;10A;BUISNESS
NJQ;10B;ULTRAKAIF
NJQ;10C;BASE
NJQ;10D;ULTRAKAIF
NJQ;11A;ULTRAKAIF
NJQ;11B;ULTRAKAIF
NJQ;11C;BUISNESS
NJQ;11D;ULTRAKAIF
NJQ;12A;BASE
NJQ;12B;BASE
NJQ;12C;ECONOMY
NJQ;12D;PREMIUM
NJQ;13A;BUISNESS
NJQ;13B;PREMIUM
NJQ;13C;ECONOMY
NJQ;13D;BASE
NJQ;14A;BASE
NJQ;14B;PREMIUM
NJQ;14C;ADVANCE
NJQ;14D;BASE
NJQ;15A;ADVANCE
NJQ;15B;ECONOMY
NJQ;15C;ECONOMY
NJQ;15D;ECONOMY
NJQ;16A;PREMIUM
NJQ;16B;ECONOMY
NJQ;16C;ECONOMY
NJQ;16D;BUISNESS
NJQ;17A;ECONOMY
NJQ;17B;ECONOMY
NJQ;17C;PREMIUM
NJQ;17D;ULTRAKAIF
NJQ;18A;ULTRAKAIF
NJQ;18B;PREMIUM
NJQ;18C;ECONOMY
NJQ;18D;ADVANCE
NJQ;19A;ECONOMY
NJQ;19B;ADVANCE
NJQ;19C;ADVANCE
NJQ;19D;BUISNESS
NJQ;20A;ADVANCE
NJQ;20B;BUISNESS
NJQ;20C;BASE
NJQ;20D;ECONOMY
NJQ;21A;ULTRAKAIF
NJQ;21B;PREMIUM
NJQ;21C;ULTRAKAIF
NJQ;21D;ULTRAKAIF
NJQ;22A;BUISNESS
NJQ;22B;BASE
NJQ;22C;ADVANCE
NJQ;22D;ULTRAKAIF
NJQ;23A;PREMIUM
NJQ;23B;PREMIUM
NJQ;23C;PREMIUM
NJQ;23D;ADVANCE
NJQ;24A;ADVANCE
NJQ;24B;ADVANCE
NJQ;24C;BASE
NJQ;24D;ECONOMY
NJQ;25A;ADVANCE
NJQ;25B;BUISNESS
NJQ;25C;ECONOMY
NJQ;25D;ECONOMY
NJQ;26A;ULTRAKAIF
NJQ;26B;BASE
NJQ;26C;ADVANCE
NJQ;26D;ULTRAKAIF
NJQ;27A;PREMIUM
NJQ;27B;ULTRAKAIF
NJQ;27C;ADVANCE
NJQ;27D;BUISNESS
NJQ;28A;PREMIUM
NJQ;28B;ULTRAKAIF
NJQ;28C;ADVANCE
NJQ;28D;BASE
NJQ;29A;BUISNESS
NJQ;29B;BASE
NJQ;29C;BUISNESS
NJQ;29D;ULTRAKAIF
NJQ;30A;BASE
NJQ;30B;PREMIUM
NJQ;30C;BUISNESS
NJQ;30D;BUISNESS
NJQ;31A;ULTRAKAIF
NJQ;31B;BASE
NJQ;31C;BUISNESS
NJQ;31D;PREMIUM
NJQ;32A;PREMIUM
NJQ;32B;ADVANCE
NJQ;32C;ADVANCE
NJQ;32D;ADVANCE
NJQ;33A;ULTRAKAIF
NJQ;33B;ULTRAKAIF
NJQ;33C;BASE
NJQ;33D;ECONOMY
NJQ;34A;ULTRAKAIF
NJQ;34B;ADVANCE
NJQ;34C;ECONOMY
NJQ;34D;ECONOMY
NJQ;35A;ULTRAKAIF
NJQ;35B;BASE
NJQ;35C;ULTRAKAIF
NJQ;35D;ECONOMY
NJQ;36A;ECONOMY
NJQ;36B;ECONOMY
NJQ;36C;ECONOMY
NJQ;36D;ECONOMY
NJQ;37A;ULTRAKAIF
NJQ;37B;BUISNESS
NJQ;37C;ECONOMY
NJQ;37D;ADVANCE
NJQ;38A;BASE
NJQ;38B;ADVANCE
NJQ;38C;BUISNESS
NJQ;38D;PREMIUM
NJQ;39A;ECONOMY
NJQ;39B;ADVANCE
NJQ;39C;ADVANCE
NJQ;39D;BUISNESS
NJQ;40A;ECONOMY
NJQ;40B;BASE
NJQ;40C;PREMIUM
NJQ;40D;BASE
UGH;1A;BUISNESS
UGH;1B;ADVANCE
UGH;1C;BASE
UGH;1D;ULTRAKAIF
UGH;2A;BUISNESS
UGH;2B;PREMIUM
UGH;2C;PREMIUM
UGH;2D;BASE
UGH;3A;BUISNESS
UGH;3B;ULTRAKAIF
UGH;3C;PREMIUM
UGH;3D;PREMIUM
UGH;4A;BUISNESS
UGH;4B;ADVANCE
UGH;4C;ADVANCE
UGH;4D;PREMIUM
UGH;5A;BASE
UGH;5B;BUISNESS
UGH;5C;BUISNESS
UGH;5D;ULTRAKAIF
UGH;6A;ECONOMY
UGH;6B;ECONOMY
UGH;6C;ADVANCE
UGH;6D;BASE
UGH;7A;BASE
UGH;7B;BASE
UGH;7C;PREMIUM
UGH;7D;ECONOMY
UGH;8A;ADVANCE
UGH;8B;ULTRAKAIF
UGH;8C;BUISNESS
UGH;8D;ADVANCE
UGH;9A;BASE
UGH;9B;ECONOMY
UGH;9C;PREMIUM
UGH;9D;ULTRAKAIF
UGH;10A;ULTRAKAIF
UGH;10B;PREMIUM
UGH;10C;ADVANCE
UGH;10D;ECONOMY
UGH;11A;BASE
UGH;11B;ULTRAKAIF
UGH;11C;PREMIUM
UGH;11D;BUISNESS
UGH;12A;BUISNESS
UGH;12B;ECONOMY
UGH;12C;BASE
UGH;12D;PREMIUM
UGH;13A;BASE
UGH;13B;ULTRAKAIF
UGH;13C;ULTRAKAIF
UGH;13D;ECONOMY
UGH;14A;BASE
UGH;14B;BUISNESS
UGH;14C;PREMIUM
UGH;14D;BASE
UGH;15A;BUISNESS
UGH;15B;PREMIUM
UGH;15C;ADVANCE
UGH;15D;ULTRAKAIF
UGH;16A;ULTRAKAIF
UGH;16B;BASE
UGH;16C;ECONOMY
UGH;16D;ULTRAKAIF
UGH;17A;PREMIUM
UGH;17B;BUISNESS
UGH;17C;ECONOMY
UGH;17D;ECONOMY
UGH;18A;ULTRAKAIF
UGH;18B;ADVANCE
UGH;18C;BUISNESS
UGH;18D;BUISNESS
UGH;19A;ULTRAKAIF
UGH;19B;ADVANCE
UGH;19C;ULTRAKAIF
UGH;19D;BASE
UGH;20A;ULTRAKAIF
UGH;20B;BUISNESS
UGH;20C;BUISNESS
UGH;20D;ECONOMY
UGH;21A;PREMIUM
UGH;21B;PREMIUM
UGH;21C;BASE
UGH;21D;BUISNESS
UGH;22A;BASE
UGH;22B;ULTRAKAIF
UGH;22C;ULTRAKAIF
UGH;22D;BUISNESS
UGH;23A;BUISNESS
UGH;23B;PREMIUM
UGH;23C;ADVANCE
UGH;23D;ULTRAKAIF
UGH;24A;ULTRAKAIF
UGH;24B;ULTRAKAIF
UGH;24C;ADVANCE
UGH;24D;BASE
UGH;25A;BUISNESS
UGH;25B;ECONOMY
UGH;25C;ULTRAKAIF
UGH;25D;PREMIUM
UGH;26A;ULTRAKAIF
UGH;26B;PREMIUM
UGH;26C;PREMIUM
UGH;26D;BASE
UGH;27A;BUISNESS
UGH;27B;ULTRAKAIF
UGH;27C;ADVANCE
UGH;27D;BUISNESS
UGH;28A;ULTRAKAIF
UGH;28B;ECONOMY
UGH;28C;BASE
UGH;28D;BASE
UGH;29A;ADVANCE
UGH;29B;PREMIUM
UGH;29C;ADVANCE
UGH;29D;ULTRAKAIF
UGH;30A;ECONOMY
UGH;30B;PREMIUM
UGH;30C;ADVANCE
UGH;30D;ULTRAKAIF
UGH;31A;BASE
UGH;31B;ECONOMY
UGH;31C;ULTRAKAIF
UGH;31D;ECONOMY
UGH;32A;PREMIUM
UGH;32B;PREMIUM
UGH;32C;BASE
UGH;32D;PREMIUM
UGH;33A;PREMIUM
UGH;33B;PREMIUM
UGH;33C;PREMIUM
UGH;33D;ULTRAKAIF
UGH;34A;BUISNESS
UGH;34B;ADVANCE
UGH;34C;ECONOMY
UGH;34D;BUISNESS
UGH;35A;ULTRAKAIF
UGH;35B;BUISNESS
UGH;35C;BASE
UGH;35D;PREMIUM
UGH;36A;BASE
UGH;36B;BASE
UGH;36C;ULTRAKAIF
UGH;36D;PREMIUM
UGH;37A;PREMIUM
UGH;37B;ULTRAKAIF
UGH;37C;ECONOMY
UGH;37D;BASE
UGH;38A;ECONOMY
UGH;38B;ULTRAKAIF
UGH;38C;ADVANCE
UGH;38D;BUISNESS
UGH;39A;BASE
UGH;39B;BASE
UGH;39C;PREMIUM
UGH;39D;BUISNESS
UGH;40A;BUISNESS
UGH;40B;ADVANCE
UGH;40C;ADVANCE
UGH;40D;PREMIUM
HYK;1A;ADVANCE
HYK;1B;ULTRAKAIF
HYK;1C;ECONOMY
HYK;1D;PREMIUM
HYK;2A;BASE
HYK;2B;ULTRAKAIF
HYK;2C;BASE
HYK;2D;BASE
HYK;3A;PREMIUM
HYK;3B;BUISNESS
HYK;3C;BASE
HYK;3D;BUISNESS
HYK;4A;ADVANCE
HYK;4B;ULTRAKAIF
HYK;4C;PREMIUM
HYK;4D;ECONOMY
HYK;5A;PREMIUM
HYK;5B;BUISNESS
HYK;5C;ADVANCE
HYK;5D;ADVANCE
HYK;6A;BUISNESS
HYK;6B;ADVANCE
HYK;6C;ECONOMY
HYK;6D;BASE
HYK;7A;ULTRAKAIF
HYK;7B;ULTRAKAIF
HYK;7C;PREMIUM
HYK;7D;ULTRAKAIF
HYK;8A;ECONOMY
HYK;8B;PREMIUM
HYK;8C;ECONOMY
HYK;8D;BUISNESS
HYK;9A;PREMIUM
HYK;9B;PREMIUM
HYK;9C;PREMIUM
HYK;9D;ECONOMY
HYK;10A;ADVANCE
HYK;10B;ECONOMY
HYK;10C;BASE
HYK;10D;PREMIUM
HYK;11A;ADVANCE
HYK;11B;BASE
HYK;11C;BUISNESS
HYK;11D;ULTRAKAIF
HYK;12A;PREMIUM
HYK;12B;BASE
HYK;12C;ULTRAKAIF
HYK;12D;ECONOMY
HYK;13A;BASE
HYK;13B;ADVANCE
HYK;13C;PREMIUM
HYK;13D;BUISNESS
HYK;14A;BUISNESS
HYK;14B;ADVANCE
HYK;14C;PREMIUM
HYK;14D;ADVANCE
HYK;15A;ECONOMY
HYK;15B;BUISNESS
HYK;15C;BUISNESS
HYK;15D;ECONOMY
HYK;16A;BASE
HYK;16B;BASE
HYK;16C;BASE
HYK;16D;BASE
HYK;17A;PREMIUM
HYK;17B;ECONOMY
HYK;17C;BUISNESS
HYK;17D;PREMIUM
HYK;18A;ADVANCE
HYK;18B;BUISNESS
HYK;18C;BASE
HYK;18D;ADVANCE
HYK;19A;BASE
HYK;19B;BUISNESS
HYK;19C;ECONOMY
HYK;19D;PREMIUM
HYK;20A;PREMIUM
HYK;20B;BUISNESS
HYK;20C;ULTRAKAIF
HYK;20D;ADVANCE
HYK;21A;PREMIUM
HYK;21B;ECONOMY
HYK;21C;BUISNESS
HYK;21D;ECONOMY
HYK;22A;PREMIUM
HYK;22B;PREMIUM
HYK;22C;ULTRAKAIF
HYK;22D;ULTRAKAIF
HYK;23A;BUISNESS
HYK;23B;ADVANCE
HYK;23C;PREMIUM
HYK;23D;ULTRAKAIF
HYK;24A;ADVANCE
HYK;24B;ULTRAKAIF
HYK;24C;PREMIUM
HYK;24D;BUISNESS
HYK;25A;ECONOMY
HYK;25B;BASE
HYK;25C;ADVANCE
HYK;25D;ECONOMY
HYK;26A;BASE
HYK;26B;ULTRAKAIF
HYK;26C;ECONOMY
HYK;26D;ADVANCE
HYK;27A;ADVANCE
HYK;27B;ADVANCE
HYK;27C;ECONOMY
HYK;27D;BUISNESS
HYK;28A;ADVANCE
HYK;28B;BUISNESS
HYK;28C;ADVANCE
HYK;28D;ULTRAKAIF
HYK;29A;ECONOMY
HYK;29B;ECONOMY
HYK;29C;BUISNESS
HYK;29D;ECONOMY
HYK;30A;PREMIUM
HYK;30B;BUISNESS
HYK;30C;ECONOMY
HYK;30D;ULTRAKAIF
HYK;31A;PREMIUM
HYK;31B;BASE
HYK;31C;ADVANCE
HYK;31D;BUISNESS
HYK;32A;PREMIUM
HYK;32B;PREMIUM
HYK;32C;ECONOMY
HYK;32D;ADVANCE
HYK;33A;BASE
HYK;33B;PREMIUM
HYK;33C;ECONOMY
HYK;33D;PREMIUM
HYK;34A;ECONOMY
HYK;34B;BASE
HYK;34C;ADVANCE
HYK;34D;ECONOMY
HYK;35A;ULTRAKAIF
HYK;35B;ECONOMY
HYK;35C;PREMIUM
HYK;35D;ECONOMY
HYK;36A;ECONOMY
HYK;36B;PREMIUM
HYK;36C;ULTRAKAIF
HYK;36D;ADVANCE
HYK;37A;ULTRAKAIF
HYK;37B;BUISNESS
HYK;37C;PREMIUM
HYK;37D;ADVANCE
HYK;38A;ADVANCE
HYK;38B;BUISNESS
HYK;38C;ADVANCE
HYK;38D;BASE
HYK;39A;BASE
HYK;39B;ADVANCE
HYK;39C;BASE
HYK;39D;ULTRAKAIF
HYK;40A;ADVANCE
HYK;40B;ADVANCE
HYK;40C;ADVANCE
HYK;40D;BUISNESS
TAQ;1A;ULTRAKAIF
TAQ;1B;PREMIUM
TAQ;1C;ECONOMY
TAQ;1D;BASE
TAQ;2A;ULTRAKAIF
TAQ;2B;ECONOMY
TAQ;2C;PREMIUM
TAQ;2D;BUISNESS
TAQ;3A;ADVANCE
TAQ;3B;ADVANCE
TAQ;3C;PREMIUM
TAQ;3D;ADVANCE
TAQ;4A;BASE
TAQ;4B;BUISNESS
TAQ;4C;ADVANCE
TAQ;4D;BASE
TAQ;5A;ECONOMY
TAQ;5B;BASE
TAQ;5C;BASE
TAQ;5D;BUISNESS
TAQ;6A;PREMIUM
TAQ;6B;ECONOMY
TAQ;6C;BASE
TAQ;6D;ECONOMY
TAQ;7A;ECONOMY
TAQ;7B;ADVANCE
TAQ;7C;ULTRAKAIF
TAQ;7D;ECONOMY
TAQ;8A;ADVANCE
TAQ;8B;BASE
TAQ;8C;BASE
TAQ;8D;ADVANCE
TAQ;9A;BASE
TAQ;9B;BUISNESS
TAQ;9C;ADVANCE
TAQ;9D;BUISNESS
TAQ;10A;ADVANCE
TAQ;10B;ADVANCE
TAQ;10C;ADVANCE
TAQ;10D;ADVANCE
TAQ;11A;BUISNESS
TAQ;11B;BASE
TAQ;11C;ADVANCE
TAQ;11D;ADVANCE
TAQ;12A;ULTRAKAIF
TAQ;12B;ULTRAKAIF
TAQ;12C;BASE
TAQ;12D;PREMIUM
TAQ;13A;PREMIUM
TAQ;13B;ADVANCE
TAQ;13C;ECONOMY
TAQ;13D;PREMIUM
TAQ;14A;ULTRAKAIF
TAQ;14B;PREMIUM
TAQ;14C;ECONOMY
TAQ;14D;PREMIUM
TAQ;15A;BUISNESS
TAQ;15B;ADVANCE
TAQ;15C;BASE
TAQ;15D;BASE
TAQ;16A;ULTRAKAIF
TAQ;16B;PREMIUM
TAQ;16C;BASE
TAQ;16D;PREMIUM
TAQ;17A;PREMIUM
TAQ;17B;ADVANCE
TAQ;17C;BASE
TAQ;17D;BUISNESS
TAQ;18A;BASE
TAQ;18B;ECONOMY
TAQ;18C;ECONOMY
